Nombre Producto - Grupo,packaging_unitName,productId,name,variant_features_0_value,description,pricePerUnit,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet
STAIN ,1/4 Galon,PCA113POLPAR2,STAIN  PALO ROSA,PALO ROSA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLROB2,STAIN  ROBLE,ROBLE,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
STAIN ,1/4 Galon,PCA113POLVER2,STAIN  VERDE,VERDE,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",5670,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926AMAREY2,OLEO BRILLANTE AMARILLO,AMARILLO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926AZUPAC2,OLEO BRILLANTE AZUL,AZUL,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926BERME02,OLEO BRILLANTE BERMELLON,BERMELLON,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926BLAN002,OLEO BRILLANTE BLANCO,BLANCO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926CAFE002,OLEO BRILLANTE CAFE,CAFE,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926CREMA02,OLEO BRILLANTE CREMA,CREMA,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926GRIMAQ2,OLEO BRILLANTE GRIS,GRIS,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926NEGRO02,OLEO BRILLANTE NEGRO,NEGRO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO BRILLANTE,1/4 Galon,PCA926VERESM2,OLEO BRILLANTE VERDE,VERDE,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",5590,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
BARNIZ MARINO,1/4 Galon,PCA106BAALER2,BARNIZ MARINO ALERCE,ALERCE,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",5430,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
BARNIZ MARINO,1/4 Galon,PCA106BACAB02,BARNIZ MARINO CAOBA,CAOBA,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",5430,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
BARNIZ MARINO,1/4 Galon,PCA106BAMAPL2,BARNIZ MARINO MAPLE,MAPLE,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",5430,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
BARNIZ MARINO,1/4 Galon,PCA106BANAT02,BARNIZ MARINO NATURAL,NATURAL,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",5430,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
BARNIZ MARINO,1/4 Galon,PCA106BANOG02,BARNIZ MARINO NOGAL,NOGAL,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",5430,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
BARNIZ MARINO,1/4 Galon,PCA106BAROBL2,BARNIZ MARINO ROBLE,ROBLE,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",5430,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO SEMIBRILLO,1/4 Galon,PCA904BLAN002,OLEO SEMI BRILLO BLANCO,BLANCO,"Pintura base solvente con resina alquidica, acabado semi brillante, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena resistencia a la humedad, gran adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y MDF expuestas a uso frecuente o condiciones exigentes.",5400,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ANTICORROSIVO ESTRUCTURAL,1/4 Galon,PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL BLANCO,BLANCO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",5270,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ANTICORROSIVO ESTRUCTURAL,1/4 Galon,PCA106GRIS002,ANTICORROSIVO ESTRUCTURAL GRIS,GRIS,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",5270,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ANTICORROSIVO ESTRUCTURAL,1/4 Galon,PCA106NEGRO02,ANTICORROSIVO ESTRUCTURAL NEGRO,NEGRO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",5270,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ANTICORROSIVO ESTRUCTURAL,1/4 Galon,PCA106ROJO002,ANTICORROSIVO ESTRUCTURAL ROJO,ROJO,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",5270,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ANTICORROSIVO ESTRUCTURAL,1/4 Galon,PCA106VERDE02,ANTICORROSIVO ESTRUCTURAL VERDE,VERDE,"Anticorrosivo de acabado Opaco, Rendimiento 35 ± 5 m2/Galon/Mano, segun absorcion del sustrato. Dilucion maximo un 20% con  aguarras mineral, seca al tacto entre 1 a 3 horas. diseñado para proteger todo tipo de estructuras metalicas como rejas, muebles, defensas y perfiles de acero expuestos al clima. Se aplica facilmente con brocha, rodillo o pistola y ofrece una excelente adherencia, evitando la aparicion de oxido desde la primera mano. Es ideal tanto para ambientes urbanos como costeros y se puede usar como base antes de aplicar esmaltes sinteticos u oleos de terminacion.",5270,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
OLEO OPACO,1/4 Galon,PCA910BLANC02,OLEO OPACO BLANCO,BLANCO,"Pintura base solvente con resina alquidica, acabado mate para uso exclusivo en interiores, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, buena resistencia a la humedad, excelente adherencia y poder cubriente, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de yeso, madera, MDF y cemento previamente sellado o imprimado.",5100,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
SELLADOR HIDROREPELENTE,1/4 Galon,PCA920AGUINC2,SELLADOR HIDROREPELENTE PARA MADERAS INCOLORO,INCOLORO,"Imprimante sellador base agua, con acabado mate, alta resistencia al agua con buen poder hidrorepelente, bactericidas y fungicidas con accion microbicida, gran capacidad de sellado, especialmente formulado para la proteccion durante el transporte y almacenamiento, de puertas de madera solida o de tableros de particulas. Requiere de un producto de terminacion una vez instalado y expuesto a ambientes de moderada agresividad. Rendimiento 6 a 8 m2 por Litro, segun absorcion del sustrato, secado tacto 2 a 3 horas a 20ºC, 60% H.R y 50 micrones de espesor humedo, repintado entre 3 a 6 horas a 20ºC, 60% H.R y 50 micrones de espesor humedo y la aplicacion puede ser brocha, rodillo y pistola.",5000,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPAC2,ESMALTE AL AGUA COPPER  AZUL COLONIAL,AZUL COLONIAL,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPAT2,ESMALTE AL AGUA COPPER AMARILLO TOPACIO,AMARILLO TOPACIO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPBE2,ESMALTE AL AGUA COPPER BOSQUE ENCANTADO,BOSQUE ENCANTADO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPBI2,ESMALTE AL AGUA COPPER BLANCO INVIERNO,BLANCO INVIERNO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPBN2,ESMALTE AL AGUA COPPER BLANCO NACAR,BLANCO NACAR,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPBV2,ESMALTE AL AGUA COPPER BUENAS VIBRAS,BUENAS VIBRAS,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPCA2,ESMALTE AL AGUA COPPER  CENIZA ACTIVA,CENIZA ACTIVA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPCC2,ESMALTE AL AGUA COPPER CALIDA CALMA,CALIDA CALMA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPDA2,ESMALTE AL AGUA COPPER DAMASCO,DAMASCO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPGA2,ESMALTE AL AGUA COPPER GLACIAR AUSTRAL,GLACIAR AUSTRAL,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPLS2,ESMALTE AL AGUA COPPER LINO SUAVE,LINO SUAVE,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPMC2,ESMALTE AL AGUA COPPER MISTERIO COSMICO,MISTERIO COSMICO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPNE2,ESMALTE AL AGUA COPPER NEGRO,NEGRO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPPI2,ESMALTE AL AGUA COPPER PISTACHO,PISTACHO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPRC2,ESMALTE AL AGUA COPPER ROJO COLONIAL,ROJO COLONIAL,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPRJ2,ESMALTE AL AGUA COPPER ROJO JAPON,ROJO JAPON,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
